user_type,n_sessions,n_converted,conv_rate_pct,ci_low_pct,ci_high_pct
first_time,1637546,38928,2.3772156629493155,2.353994641887743,2.400660116556666
returning,2674803,115713,4.326038216646236,4.301723149262446,4.350484474544905
