n_gaps,mean_days,p50,p75,p85,p90,p95,p99,min_gap,max_gap
48858,25.331431,17.416666666666668,36.416666666666664,51.541666666666664,62.541666666666664,80.42291666666674,111.25,0.0,150.91666666666666
